"titre","url","sous_titre","annee","mois","jour"
"Le 20 heures de France 2 s’amuse avec le réchauffement climatique","https://www.acrimed.org/Le-20-heures-de-France-2-s-amuse-avec-le-rechauffement-climatique","Un sujet simpliste et confus, qui permet cependant à la rédaction du JT d’exhiber ses outils (...)",2014,"décembre","10"
"Ces médias qui ont besoin de notre soutien : le site d’informations Basta !","https://www.acrimed.org/Ces-medias-qui-ont-besoin-de-notre-soutien-le-site-d-informations-Basta","Objectif 30.000 euros",2014,"décembre","9"
"Les Nouveaux chiens de garde censurés sur France TV ? Une preuve d’« indépendance » selon son PDG !","https://www.acrimed.org/Les-Nouveaux-chiens-de-garde-censures-sur-France-TV-Une-preuve-d-independance","Quand l’arbitraire se pare de nobles atours.",2014,"décembre","9"
"Le Magazine électronique n°151 (décembre 2014)","https://www.acrimed.org/Le-Magazine-electronique-no151-decembre-2014","Si vous ne parvenez pas à lire ce message correctement, cliquez ici. Sommaire 1. Première (...)",2014,"décembre","8"
"L’effacement des classes populaires sur France Inter : une enquête du Journal Fakir","https://www.acrimed.org/L-effacement-des-classes-populaires-sur-France-Inter-une-enquete-du-Journal","« 1,7 %. Voilà le temps que France Inter consacre aux classes populaires… »",2014,"décembre","8"
"« De l’air à France Inter »","https://www.acrimed.org/De-l-air-a-France-Inter","Une campagne à l’initiative de l’association Fakir, associée à des Repaires d’auditeurs.",2014,"décembre","4"
"États-Unis : pour les médias dominants, c’est toujours le « centre » qui gagne (FAIR)","https://www.acrimed.org/Etats-Unis-pour-les-medias-dominants-c-est-toujours-le-centre-qui-gagne-FAIR","Quand les grands médias états-uniens conseillent une fois de plus aux démocrates de se positionner (...)",2014,"décembre","3"
"Libération : plus dure sera la chute ? (« Rapport d’expertise » et témoignages)","https://www.acrimed.org/Liberation-plus-dure-sera-la-chute-Rapport-d-expertise-et-temoignages","« On croyait que le plus dur serait pour ceux qui partent, mais ce sera pour ceux qui restent (...)",2014,"décembre","2"
"31 janvier 2015 : Première journée de critique des médias organisée par Acrimed","https://www.acrimed.org/31-janvier-2015-Premiere-journee-de-critique-des-medias-organisee-par-Acrimed","Qu’on se le dise !",2014,"décembre","1er"
"« Jeudi d’Acrimed » : « Faut-il jeter les JT ? » Avec William Irigoyen et Yannick Kergoat, le 18 décembre 2014","https://www.acrimed.org/Jeudi-d-Acrimed-Faut-il-jeter-les-JT-Avec-William-Irigoyen-et-Yannick-Kergoat","Misère(s) du JT. Faut-il les jeter ? Peuvent-ils se transformer ? À quelles conditions et (...)",2014,"décembre","1er"
"« La politique, un divertissement médiatique comme un autre ? » (vidéo d’un Jeudi d’Acrimed)","https://www.acrimed.org/La-politique-un-divertissement-mediatique-comme-un-autre-video-d-un-Jeudi-d","Que font les divertissements télévisuels à la représentation politique ? Avec Philippe Riutort, (...)",2014,"novembre","28"
"Wolters Kluwer, grand spécialiste de l’évasion fiscale et de la spoliation de ses salariés","https://www.acrimed.org/Wolters-Kluwer-grand-specialiste-de-l-evasion-fiscale-et-de-la-spoliation-de","Assigné au tribunal de grande instance de Nanterre par les syndicats, le groupe de presse (...)",2014,"novembre","25"
"BHL et Frédéric Haziza, son fidèle valet, pulvérisent les Palestiniens et la déontologie journalistique","https://www.acrimed.org/BHL-et-Frederic-Haziza-son-fidele-valet-pulverisent-les-Palestiniens-et-la","Une interview ? Non, un numéro de duettistes.",2014,"novembre","24"
"Lire : Jeter le JT. Réfléchir à 20 heures est-il possible ?, de William Irigoyen","https://www.acrimed.org/Lire-Jeter-le-JT-Reflechir-a-20-heures-est-il-possible-de-William-Irigoyen","L’auteur, journaliste, propose, peut-on lire en quatrième de couverture, « une franche explication (...)",2014,"novembre","21"
"« L’information » selon Yahoo : superficialité et incohérence éditoriales","https://www.acrimed.org/L-information-selon-Yahoo-superficialite-et-incoherence-editoriales","Voyage au pays de la « course aux clics »",2014,"novembre","18"
"Une arrogante réplique de Patrick Cohen à Jean-Luc Mélenchon… et ce qu’elle révèle","https://www.acrimed.org/Une-arrogante-replique-de-Patrick-Cohen-a-Jean-Luc-Melenchon-et-ce-qu-elle","Le mépris d’un représentant de la caste des intouchables face aux critiques qui la (...)",2014,"novembre","17"
"Les « vaches à lait » selon Le Point ou les vaches maigres du journalisme","https://www.acrimed.org/Les-vaches-a-lait-selon-Le-Point-ou-les-vaches-maigres-du-journalisme","Sous couvert d’enquête, une bonne dose de faits trafiqués, partiels et partiaux.",2014,"novembre","14"
"Le « fact-checking » : une pratique féconde... mais pas auto-suffisante","https://www.acrimed.org/Le-fact-checking-une-pratique-feconde-mais-pas-auto-suffisante","Pourquoi le « fact-checking » ne doit pas être une « case » journalistique comme une (...)",2014,"novembre","12"
"Humour fiscal : l’administration nous répond qu’elle ne sait pas ce qu’elle fait","https://www.acrimed.org/Humour-fiscal-l-administration-nous-repond-qu-elle-ne-sait-pas-ce-qu-elle-fait","… Puisqu’elle ne dispose, dit-elle, d’aucun recensement des autorisations qu’elle (...)",2014,"novembre","7"
"Filmographie - Des documentaires sur les médias et le journalisme (3) : de D à E","https://www.acrimed.org/Filmographie-Des-documentaires-sur-les-medias-et-le-journalisme-3-de-D-a-E","Plus précisément : de D’Hollywood à Tchernobyl : journal d’un vidéaste 1997-2000 à (...)",2014,"novembre","7"
"Un passé dépassé ? Retour sur le traitement de « l’affaire Boucheron » par La Charente Libre","https://www.acrimed.org/Un-passe-depasse-Retour-sur-le-traitement-de-l-affaire-Boucheron-par-La","Un exemple de traitement médiatique entravé d’une affaire politico-financière.",2014,"novembre","6"
"Le Magazine électronique n°150 (novembre 2014)","https://www.acrimed.org/Le-Magazine-electronique-no150-novembre-2014","Si vous ne parvenez pas à lire ce message correctement, cliquez ici. Sommaire 1. Mobilisation (...)",2014,"novembre","5"
"« Le journalisme d’investigation », avec Fabrice Arfi et Henri Maler (vidéo d’un Jeudi d’Acrimed)","https://www.acrimed.org/Le-journalisme-d-investigation-avec-Fabrice-Arfi","De quoi le journalisme d’investigation est-il le nom ? Quels sont ses cibles, ses méthodes, ses (...)",2014,"novembre","5"
"Opération Correa - 1ère partie : Les ânes ont soif (+ appel à dons)","https://www.acrimed.org/Operation-Correa-1ere-partie-Les-anes-ont-soif-appel-a-dons","Un film de Pierre Carles avec la collaboration de Nina Faure et Aurore Van (...)",2014,"novembre","4"
"Quand les médias filment la police : « immersions » et compromissions","https://www.acrimed.org/Quand-les-medias-filment-la-police-immersions-et-compromissions","Une technique idéale pour couvrir les faits divers et le récit quotidien de la (...)",2014,"novembre","4"
"L’édition en sciences humaines et sociales (2) : une crise de l’édition spécialisée","https://www.acrimed.org/L-edition-en-sciences-humaines-et-sociales-2-une-crise-de-l-edition-specialisee","Une irréversible mutation de l’économie éditoriale ?",2014,"novembre","3"
"« Médias et questions environnementales », avec H. Kempf et J-B. Comby (vidéo d’un Jeudi d’Acrimed)","https://www.acrimed.org/Medias-et-questions-environnementales-avec-H-Kempf-et-J-B-Comby-video-d-un","Un traitement souvent inoffensif, superficiel, dépolitisé, et finalement compatible avec les (...)",2014,"octobre","31"
"L’édition en sciences humaines et sociales (1) : crise ou pas crise ?","https://www.acrimed.org/L-edition-en-sciences-humaines-et-sociales-1-crise-ou-pas-crise","Crise de l’édition ou discours de crise des éditeurs ?",2014,"octobre","30"
"La construction médiatique des « djihadistes »","https://www.acrimed.org/La-construction-mediatique-des-djihadistes","Des médias qui contribuent à produire une réalité sociale et politique lourde de (...)",2014,"octobre","29"
"Lire : ÔFémininPointConne de Lorina Chattinski","https://www.acrimed.org/Lire-OFemininPointConne-de-Lorina-Chattinski","Un livre parodique pour dévoiler le vrai visage de la presse féminine.",2014,"octobre","28"
"Le droit à l’information, ses conditions et ses conséquences","https://www.acrimed.org/Le-droit-a-l-information-ses-conditions-et-ses-consequences","Quelques principes pour guider critiques et projets.",2014,"octobre","27"
"Lire (6ème édition, augmentée et actualisée) : L’opinion, ça se travaille. Les médias et les « guerres justes »","https://www.acrimed.org/Lire-6eme-edition-augmentee-et-actualisee-L-opinion-ca-se-travaille-Les-medias","Version de 2014, par Serge Halimi, Dominique Vidal, Henri Maler et Mathias (...)",2014,"octobre","23"
"Mort du patron de Total : hagiographies médiatiques","https://www.acrimed.org/Mort-du-patron-de-Total-hagiographies-mediatiques","Informer ou émouvoir ?",2014,"octobre","22"
"Le coût d’une conférence de François Lenglet, de France 2 ? 8 500 euros !","https://www.acrimed.org/Le-cout-d-une-conference-de-Francois-Lenglet-de-France-2-8-500-euros","Arrondir ses fins de mois grâce à une notoriété acquise sur le service public : est-ce bien (...)",2014,"octobre","21"
"Réélection de Morales à la tête de la Bolivie : circulez, y’a rien à voir !","https://www.acrimed.org/Reelection-de-Morales-a-la-tete-de-la-Bolivie-circulez-y-a-rien-a-voir","Une illustration de la sélection sélective de l’information.",2014,"octobre","20"
"Les politiques et le divertissement télévisuel (extrait de La politique sur un plateau, de Ph. Riutort et P. Leroux)","https://www.acrimed.org/Les-politiques-et-le-divertissement-televisuel-extrait-de-La-politique-sur-un","Comment, au cours des trente dernières années, les responsables politiques sont devenus des (...)",2014,"octobre","14"
"Bruno Roger-Petit traque les « fachos » : polémiste ou faussaire ?","https://www.acrimed.org/Bruno-Roger-Petit-traque-les-fachos-polemiste-ou-faussaire","Petites manipulations, mensonges par omission, néant d’information.",2014,"octobre","10"
"« Jeudi d’Acrimed » : « La politique, un divertissement médiatique comme un autre ? » (16 octobre)","https://www.acrimed.org/Jeudi-d-Acrimed-La-politique-un-divertissement-mediatique-comme-un-autre-16","Avec Philippe Riutort, professeur de sciences sociales et chercheur, auteur, avec Pierre (...)",2014,"octobre","9"
"Joffrin–Beytout : violence des échanges sur Internet","https://www.acrimed.org/Joffrin-Beytout-violence-des-echanges-sur-Internet","Deux grands éditorialistes débattent : ambiance et audience garanties.",2014,"octobre","8"
"À écouter sur France Culture : « Michel Naudy, de l’antenne au placard »","https://www.acrimed.org/A-ecouter-sur-France-Culture-Michel-Naudy-de-l-antenne-au-placard","Parce que Michel Naudy était un ami, et un ami en critique des médias et que les interlocuteurs (...)",2014,"octobre","7"
"Orgie de séries, policières et américaines de préférence, sur les chaînes gratuites de la TNT","https://www.acrimed.org/Orgie-de-series-policieres-et-americaines-de-preference-sur-les-chaines","Les « cases » réservées, en soirée, à la fiction sont envahies par des programmes caricaturaux et (...)",2014,"octobre","6"
"Critique des médias sur le web (juillet-août-septembre 2014)","https://www.acrimed.org/Critique-des-medias-sur-le-web-juillet-aout-septembre-2014","Fact-checker les journalistes ; Le Monde, 70 ans ; droits sur les compétitions sportives ; (...)",2014,"octobre","3"
"Réplique détaillée à l’acharnement de l’administration fiscale contre Acrimed","https://www.acrimed.org/Replique-detaillee-a-l-acharnement-de-l-administration-fiscale-contre-Acrimed","Un réquisitoire politique revêtu de haillons juridiques et administratifs.",2014,"octobre","2"
"Le Magazine électronique n°149 (septembre 2014)","https://www.acrimed.org/Le-Magazine-electronique-no149-septembre-2014","Si vous ne parvenez pas à lire ce message correctement, cliquez ici. Sommaire 1. (...)",2014,"septembre","30"
"Médiacritique(s) n°13 (oct-déc. 2014) : « Misère(s) du journal télévisé »","https://www.acrimed.org/Mediacritique-s-no13-oct-dec-2014-Misere-s-du-journal-televise","« Misère(s) du journal télévisé » et autres merveilles...",2014,"septembre","30"
"Éditocrates sous perfusion : une gabegie « oubliée » par les médias dominants","https://www.acrimed.org/Editocrates-sous-perfusion-une-gabegie-oubliee-par-les-medias-dominants","« Réduire la dépense publique »... sauf lorsque l’on en bénéficie.",2014,"septembre","29"
"Liberté-Hebdo : Construire une alternative aux licenciements (Communiqué)","https://www.acrimed.org/Liberte-Hebdo-Construire-une-alternative-aux-licenciements-Communique","Nous publions un communiqué des salariés de Liberté-Hebdo, hebdomadaire communiste du Nord-Pas de (...)",2014,"septembre","28"
"Chez Libération, Pierre Marcelle de nouveau censuré","https://www.acrimed.org/Chez-Liberation-Pierre-Marcelle-de-nouveau-censure","Tu ne t’en prendras pas aux actionnaires du journal.",2014,"septembre","27"
"Une vraie-fausse « enquête » du Point sur les « vrais rentiers »","https://www.acrimed.org/Une-vraie-fausse-enquete-du-Point-sur-les-vrais-rentiers","… Le Point excepté.",2014,"septembre","23"
"« Secrets d’Histoire » sur France 2 : de Gaulle couronné, de Gaulle sanctifié, de Gaulle peopolisé","https://www.acrimed.org/Secrets-d-Histoire-sur-France-2-de-Gaulle-couronne-de-Gaulle-sanctifie-de","De Gaulle, le dernier roi de France ? Comment faire l’apologie d’un homme d’État pendant 1h30 en (...)",2014,"septembre","22"
"Comment Israël « forme » des journalistes étrangers","https://www.acrimed.org/Comment-Israel-forme-des-journalistes-etrangers","L’objectivité vue par Tel Aviv",2014,"septembre","19"
"Cadeau : Médiacritique(s), notre trimestriel imprimé, n°11 (avril 2014) en .pdf","https://www.acrimed.org/Cadeau-Mediacritique-s-notre-trimestriel-imprime-no11-avril-2014-en-pdf","« Médias et complots » et autres merveilles.",2014,"septembre","18"
